institution_id,period_id,disorder_index,field_id
79272384,3,0.8639774859287055,0
79463011,0,0.11298315163528246,0
79463011,1,0.5023832221163013,0
79463011,2,0.5018552875695733,0
79463011,3,0.6744840525328331,0
79516672,0,0.12487611496531219,0
79516672,1,0.7349857006673022,0
79516672,2,0.536178107606679,0
79516672,3,0.8358348968105066,0
79576946,0,0.8632309217046581,0
79576946,1,0.9151572926596759,0
79576946,2,0.9128014842300557,0
79576946,3,0.8320825515947468,0
79620101,0,0.39544103072348863,0
79620101,1,0.49952335557673977,0
79620101,2,0.6614100185528757,0
79620101,3,0.7692307692307693,0
80605987,0,0.3260654112983152,0
80605987,1,0.5748331744518589,0
80605987,2,0.3098330241187384,0
80605987,3,0.15478424015009382,0
81020160,0,0.01684836471754212,0
81020160,1,0.3489037178265014,0
81020160,2,0.21150278293135436,0
81020160,3,0.25609756097560976,0
81365321,0,0.7512388503468781,0
81365321,1,0.6863679694947569,0
81365321,2,0.712430426716141,0
81365321,3,0.6697936210131332,0
82495205,0,0.7145688800792864,0
82495205,1,0.7225929456625357,0
82495205,2,0.7458256029684601,0
82495205,3,0.6688555347091932,0
82497590,0,0.8513379583746283,0
82497590,1,0.9323164918970448,0
82497590,2,0.9211502782931354,0
82497590,3,0.9652908067542214,0
82783531,0,0.5460852329038652,0
82783531,1,0.6062917063870352,0
82783531,2,0.5231910946196661,0
82783531,3,0.6303939962476548,0
83328450,0,0.8265609514370664,0
83328450,1,0.8503336510962822,0
83328450,2,0.7300556586270872,0
83328450,3,0.7363977485928705,0
83399316,0,0.7383548067393458,0
83399316,1,0.5252621544327931,0
83399316,2,0.46567717996289426,0
83399316,3,0.27204502814258913,0
83809506,0,0.7482656095143707,0
83809506,1,0.6625357483317446,0
83809506,2,0.7226345083487941,0
83809506,3,0.6726078799249531,0
83909951,0,0.14965312190287414,0
83909951,1,0.19447092469018112,0
83909951,2,0.5027829313543599,0
83909951,3,0.6529080675422139,0
83925599,0,0.66798810703667,0
83925599,1,0.10390848427073403,0
83925599,2,0.029684601113172542,0
83925599,3,,0
84218800,0,0.981169474727453,0
84218800,1,0.9971401334604385,0
84218800,2,0.9805194805194806,0
84218800,3,0.9859287054409006,0
84392919,0,0.8889990089197225,0
84392919,1,0.877025738798856,0
84392919,2,0.8608534322820037,0
84392919,3,0.8667917448405253,0
84470341,0,0.7353815659068385,0
84470341,1,0.7359389895138226,0
84470341,2,0.6725417439703154,0
84470341,3,0.551594746716698,0
84475105,0,,0
84475105,1,0.04099142040038131,0
84475105,2,0.3181818181818182,0
84475105,3,0.32645403377110693,0
85384741,0,0.26362735381565905,0
85384741,1,0.4127740705433746,0
85384741,2,0.37755102040816324,0
85384741,3,0.12570356472795496,0
86501945,0,0.977205153617443,0
86501945,1,0.9799809342230696,0
86501945,2,0.8218923933209648,0
86501945,3,0.8095684803001876,0
86519309,0,0.865213082259663,0
86519309,1,0.8045757864632984,0
86519309,2,0.7755102040816326,0
86519309,3,0.8377110694183865,0
86755215,0,0.053518334985133795,0
86755215,1,0.18303145853193517,0
86755215,2,0.3645640074211503,0
86755215,3,0.23170731707317074,0
87208437,0,0.6333002973240832,0
87208437,1,0.7645376549094376,0
87208437,2,0.673469387755102,0
87208437,3,0.28893058161350843,0
87216513,0,0.9841427155599604,0
87216513,1,0.9142040038131554,0
87216513,2,0.9545454545454546,0
87216513,3,0.9934333958724203,0
87303767,0,0.557978196233895,0
87303767,1,0.3260247855100095,0
87303767,2,0.39239332096474955,0
87303767,3,0.3058161350844278,0
87424562,0,0.8097125867195243,0
87424562,1,0.6415633937082936,0
87424562,2,0.7179962894248608,0
87424562,3,0.550656660412758,0
88694374,0,0.4132804757185332,0
88694374,1,0.6129647283126788,0
88694374,2,0.45269016697588127,0
88694374,3,0.651031894934334,0
90871651,0,0.6749256689791873,0
90871651,1,0.9580552907530981,0
90871651,2,0.9582560296846011,0
90871651,3,0.8611632270168855,0
91045830,0,0.9801783944499505,0
91045830,1,0.998093422306959,0
91045830,2,0.9267161410018553,0
91045830,3,0.948405253283302,0
91221267,0,0.8057482656095144,0
91221267,1,0.9265967588179218,0
91221267,2,0.9990723562152134,0
91221267,3,0.9080675422138836,0
92156820,0,0.3865213082259663,0
92156820,1,0.6034318398474738,0
92156820,2,0.5417439703153989,0
92156820,3,0.43151969981238275,0
92446798,0,0.9375619425173439,0
92446798,1,0.8960915157292659,0
92446798,2,0.8905380333951762,0
92446798,3,0.9615384615384616,0
92664306,0,0.7165510406342914,0
92664306,1,0.3279313632030505,0
92664306,2,0.20871985157699444,0
92664306,3,0.4727954971857411,0
93393672,0,0.2814667988107037,0
93393672,1,0.43755958055290756,0
93393672,2,0.41465677179962895,0
