topic_id,feature_0,feature_1
12672,-52.9384880065918,28.582836151123047
12955,-50.621490478515625,32.665279388427734
13254,-45.379547119140625,22.985849380493164
13410,-26.553720474243164,9.146020889282228
14072,-13.805416107177734,5.890478610992432
14165,-41.304141998291016,23.89362907409668
14245,-41.67551803588867,23.062543869018555
10428,-24.249143600463867,57.05915451049805
10873,-30.079307556152344,12.138863563537598
11103,-46.27241516113281,4.322390556335449
11688,-29.99689292907715,8.30883502960205
12744,-18.797334671020508,17.695581436157227
13980,0.9461981654167176,3.488883256912231
10296,-29.719526290893555,5.793314456939697
10695,-27.86501121520996,4.049198627471924
11086,-27.83704948425293,4.767628192901611
11155,-28.505887985229492,7.846765995025635
12178,-27.416837692260746,-0.3772538900375366
12223,-24.423982620239254,9.445239067077637
12833,-24.52660369873047,9.593372344970703
10112,-32.02324295043945,18.7213077545166
11767,-27.23175811767578,8.235407829284668
11780,-29.577301025390625,5.996736526489258
10529,-49.97709274291992,18.54970932006836
11337,-49.59249496459961,18.672794342041016
10056,-49.2313117980957,18.880401611328125
10077,-48.53433990478515,20.084585189819336
10423,-35.386112213134766,3.914261817932129
10483,-46.75037384033203,26.675640106201172
10814,-48.386619567871094,20.743337631225582
10949,-46.624122619628906,25.429216384887695
11406,-37.29180145263672,31.26598358154297
11601,-3.1757633686065674,22.301183700561523
12061,-51.76498031616211,23.438474655151367
12236,-53.009769439697266,10.81046199798584
12331,-45.76797103881836,26.88349151611328
13446,-47.50783920288086,-2.941901922225952
13991,-47.936485290527344,24.02153968811035
10042,-1.1946094036102295,22.09816551208496
10106,4.33467435836792,23.463970184326172
10241,-1.8452777862548828,22.858814239501953
10283,-28.739582061767575,21.10966110229492
10427,-1.5648181438446045,20.773948669433594
10429,-3.0177078247070312,22.234384536743164
10448,-1.382750153541565,22.596405029296875
10465,2.142908811569214,20.794321060180664
10581,-2.090059518814087,21.8409366607666
10788,1.1274319887161257,19.967018127441406
10914,17.428855895996094,-28.924476623535156
10918,11.906939506530762,25.13796043395996
10982,-3.8612723350524902,20.792423248291016
10985,-5.988170623779297,24.20670509338379
11094,-0.3426764607429504,20.80752182006836
11883,9.325679779052734,15.141855239868164
11953,15.71180248260498,26.69327735900879
11997,27.391084671020508,33.809059143066406
12035,-17.503005981445312,32.979637145996094
12520,13.395877838134766,26.497180938720703
12608,-0.4006000757217407,18.405353546142575
12621,-0.4231680333614349,18.47775650024414
12650,17.80885124206543,-8.54792594909668
13106,9.294776916503906,19.66498565673828
13219,11.34030818939209,15.999534606933594
13397,3.5080902576446533,13.81302261352539
14394,16.911067962646484,-10.609086036682127
14411,-0.0626007989048957,-0.124967060983181
10608,-47.22692108154297,25.959552764892575
12963,-25.012285232543945,31.321304321289062
13258,2.9957776069641113,14.615238189697266
10342,-51.12443542480469,18.66305923461914
10489,-41.33928680419922,12.633760452270508
11456,-24.413330078125,23.46065902709961
10542,-29.039146423339844,21.383567810058594
10614,-3.873676300048828,20.882312774658203
11266,-48.49753189086914,21.47687530517578
11872,-46.10319900512695,23.214336395263672
12580,1.4480668306350708,16.044307708740234
12702,19.915163040161133,-34.91461181640625
12854,-7.279762268066406,44.09410858154297
13481,-47.456180572509766,24.079126358032227
13796,-19.549236297607425,31.43178367614746
14144,-19.57133102416992,31.38770294189453
10334,-28.913698196411133,21.274803161621097
10971,-42.01240158081055,9.728160858154297
11204,-45.58602142333984,20.315031051635746
13202,-9.999629020690918,-1.4021300077438354
10256,-50.23265075683594,7.421688556671143
10704,-50.67528533935547,6.741888999938965
10920,-50.53573226928711,7.001485824584961
10947,-43.010040283203125,-43.78386688232422
13561,-41.01298141479492,-39.23090744018555
10375,-45.55242538452149,13.899354934692385
11465,-44.920536041259766,14.027828216552734
11649,-1.8425836563110352,38.284934997558594
12347,-52.781639099121094,-6.763114929199219
12649,-55.02384948730469,-9.83714485168457
12817,-56.37907791137695,-6.23649263381958
13037,-49.70597839355469,-5.912572383880615
13095,-54.23575973510742,-5.076132297515869
13322,-48.406150817871094,-6.306875705718994
13719,-51.171775817871094,-6.570023536682129
13798,-47.29819107055664,-5.839779853820801
13970,-6.076337814331055,32.38273239135742
14108,1.405880570411682,10.124502182006836
14331,-54.18958282470703,-6.187154293060303
14360,-48.868560791015625,-7.237235069274902
10800,-45.619632720947266,18.73447036743164
11931,-43.41835021972656,-39.12130355834961
11943,-6.960768222808838,32.28975296020508
12356,-55.70378875732422,-10.543177604675291
12680,31.644922256469727,48.32251739501953
13571,-2.1836605072021484,5.419721603393555
13743,40.20081329345703,28.98676872253418
14366,28.811519622802734,27.54027557373047
12076,36.86922836303711,38.804298400878906
12324,-7.91179084777832,43.665550231933594
12382,10.0665864944458,57.02632141113281
12409,48.05398178100586,32.156105041503906
12454,44.25576400756836,32.853065490722656
12575,-7.80266809463501,44.58858108520508
12585,40.1009521484375,34.903411865234375
12739,34.5545654296875,49.67194366455078
12777,32.59535217285156,24.46048355102539
12778,4.579766750335693,10.104022026062012
12862,35.2843017578125,28.125524520874023
12868,38.193058013916016,16.183086395263672
12886,55.524654388427734,10.140480995178224
12909,44.162078857421875,33.37297058105469
12990,-7.942713737487793,43.4336051940918
12999,33.558284759521484,36.76380920410156
13006,30.99590492248535,50.875267028808594
13089,34.555660247802734,49.337181091308594
13231,30.269285202026367,26.500112533569336
13302,7.0863566398620605,11.533952713012695
13332,43.761192321777344,30.1069393157959
13333,35.082088470458984,23.736318588256836
13392,31.706077575683594,50.01285171508789
13484,42.0252571105957,31.264270782470703
13495,3.2246904373168945,6.433003902435303
13519,2.124734401702881,7.094109535217285
13575,41.15165328979492,23.76691246032715
13577,0.8904768824577332,5.724428653717041
13590,32.81108474731445,23.862993240356445
13593,49.83418273925781,30.700563430786133
13708,4.042460918426514,5.595324993133545
13750,42.093292236328125,25.156187057495117
13766,30.249902725219727,49.43905258178711
13845,35.3837776184082,46.72858810424805
13848,57.08943939208984,20.96796226501465
13863,33.13203811645508,24.17308807373047
13938,49.00920486450195,16.0876522064209
14109,45.22468566894531,31.02338409423828
14312,-1.29595148563385,3.3421926498413086
14355,45.46590805053711,31.07202911376953
14386,33.91268539428711,49.25630569458008
14451,50.540672302246094,31.741683959960938
14494,39.01605987548828,22.204181671142575
14518,40.30427551269531,17.230113983154297
10021,63.51997756958008,11.399407386779783
10034,63.3398551940918,8.959816932678223
10383,63.61058807373047,9.921930313110352
10759,62.97122573852539,9.70256805419922
12341,40.4113655090332,41.55672454833984
12353,62.73085021972656,9.372217178344728
12373,60.5462532043457,9.397005081176758
12768,51.31538772583008,32.6662483215332
12881,62.94379425048828,9.249247550964355
13122,58.04885482788086,21.98484230041504
13156,40.43709182739258,40.22270965576172
13260,10.777048110961914,58.53184127807617
13310,20.034069061279297,5.7481608390808105
13538,67.80765533447266,-10.48628044128418
13606,1.828682541847229,-0.2088953852653503
13912,53.68511199951172,29.93492317199707
14006,61.96694564819336,9.221324920654297
14021,37.48139190673828,39.63911056518555
14081,60.49360656738281,9.397329330444336
14170,27.937721252441406,25.565399169921875
10992,-22.297712326049805,-3.7897539138793945
